id,english,chinese
899,"ambrosia","（希腊神话中的）仙果"
900,"ambulance","救护车"
901,"ambulanceman","救护车驾驶员"
902,"ambush","打埋伏"
903,"ameliorate","改善"
904,"amen","阿门（基督教徒祈祷结束时用语）"
905,"amenable","顺从的"
906,"amend","修改"
907,"amendment","（法令或法规的）修正条款"
908,"amenity","生活福利设施"
909,"amerasian","美亚混血儿"
910,"american","美国的"
911,"americana","（尤指收集成册的）美国（或美洲）史料"
912,"american football","美式橄榄球（运动）"
913,"american indian","美洲印第安人的"
914,"americanism","美国英语用语"
915,"americanization","美国化"
916,"americanized","美国化的"
917,"amerindian","同American Indian"
918,"amethyst","紫（水）晶"
919,"amiability","和蔼可亲"
920,"amiable","和蔼可亲的"
921,"amicable","（关系）友好的"
922,"amid","在…过程中"
923,"amidships","在（或靠近）船体中部"
924,"amidst","同amid"
925,"amino acid","氨基酸"
926,"amir","同emir"
927,"amiss","不对的"
928,"amity","和睦"
929,"ammo","军火"
930,"ammonia","氨"
931,"ammunition","弹药"
932,"amnesia","记忆缺失"
933,"amnesiac","记忆缺失的"
934,"amnesty","赦免"
935,"amniocentesis","羊膜穿刺术（抽取孕妇子宫羊水以检查胎儿健康状况）"
936,"amoeba","阿米巴"
937,"amok","（人或动物）发狂"
938,"among","在…中"
939,"amongst","同among"
940,"amoral","无道德观念的"
941,"amorous","性欲的"
942,"amorphous","无固定形状（或结构）的"
943,"amortize","分期偿还（债务等）"
944,"amount","总数"
945,"amount to","等同"
946,"amour","恋情"
947,"amp","同ampere"
948,"ampere","安"
949,"amphetamine","苯丙胺"
950,"amphibian","两栖动物"
951,"amphibious","（军事行动）两栖作战的"
952,"amphitheatre","（多建于古希腊、古罗马时期的）圆形露天大剧场"
953,"ample","大量的"
954,"amplifier","扩音器"
955,"amplify","（通常用电子设备）放大"
956,"amplitude","（声波或电流信号的）振幅"
957,"ampoule","安瓿（装注射药液的小玻璃瓶"
958,"amputate","切断"
959,"amputee","被截肢者"
960,"amulet","护身符"
961,"amuse","逗乐"
962,"amused","被逗乐的"
963,"amusement","有趣"
964,"amusement arcade","游戏机厅"
965,"amusement park","同funfair"
966,"amusing","逗人笑的"
967,"an","（在发音以元音开始的单词前"
968,"-an","（用于某些地名后构成形容词或名词）表示“…地方的（人或物）”"
969,"anabolic steroid","促蛋白合成甾类"
970,"anachronism","不合时代的事"
971,"anachronistic","落伍的"
972,"anaemia","贫血（症）"
973,"anaemic","贫血的"
974,"anaerobic","厌氧的"
975,"anaesthesia","麻醉"
976,"anaesthetic","麻醉药"
977,"anaesthetist","麻醉师"
978,"anaesthetize","使麻醉"
979,"anagram","变位词（指变换某个词或短语的字母顺序构成的新词或短语）"
980,"anal","肛门的"
981,"analgesic","止痛的"
982,"analogous","相似的"
983,"analogue","相似物"
984,"analogy","相似"
985,"analyse","细察"
986,"analyser","分析器"
987,"analysis","细察"
988,"analyst","分析者"
989,"analytic","同analytical"
990,"analytical","分析的"
991,"analyze",""
992,"anarchic","无政府的"
993,"anarchism","无政府主义"
994,"anarchist","无政府主义者"
995,"anarchistic","无政府主义（者）的"
996,"anarcho-","（构成复合名词或形容词）表示“无政府主义者和…”"
997,"anarchy","无政府（状态）"
998,"anathema","十分讨厌的人（或事物）"
999,"anatomical","解剖的"
1000,"anatomist","解剖学家"
1001,"anatomize","详细分析"
1002,"anatomy","解剖学"
1003,"ancestor","祖宗"
1004,"ancestral","祖先的"
1005,"ancestry","世系"
1006,"anchor","锚"
1007,"anchorage","锚地"
1008,"anchorman","（尤指新闻节目的）电（视）台节目主持人"
1009,"anchor man",""
1010,"anchorwoman","（尤指新闻节目的）电（视）台节目女主持人"
1011,"anchovy","鳀（小型海鱼"
1012,"ancien regime","（法国1789年革命前的）旧制度"
1013,"ancient","远古的"
1014,"ancient history","（尤指希腊和罗马）古代史"
1015,"ancillary","辅助的"
1016,"and","（连接两个以上的单词、词组或子句）和"
1017,"andante","徐缓地"
1018,"androgynous","（人、动物或植物）有两性特征的"
1019,"androgyny","雌雄同体"
1020,"android","（科幻小说或电影中的）机器人偶"
1021,"anecdotal","传闻的"
1022,"anecdote","轶事"
1023,"anemia",""
1024,"anemic",""
1025,"anemone","银莲花"
1026,"anesthesia",""
1027,"anesthesiologist","麻醉师"
1028,"anesthetic",""
1029,"anesthetist","麻醉师"
1030,"anesthetize",""
1031,"anew","（以不同的方式）重新"
1032,"angel","天使"
1033,"angelic","天使般的"
1034,"angelica","糖渍白芷（可用于做蛋糕或糖果）"
1035,"anger","怒"
1036,"anger management","制怒"
1037,"angina","心绞痛"
1038,"angle","角"
1039,"angler","垂钓爱好者"
1040,"anglican","（英国）国教会的"
1041,"anglicanism","基督教圣公会教义"
1042,"anglicize","（在语言或风俗习惯方面）使英语化"
1043,"angling","钓鱼"
1044,"anglo-","（加在表示国家、民族的形容词之前构成新的形容词）表示“英国的”"
1045,"anglo-asian","侨居英国有亚洲血统的"
1046,"anglo-catholic","（仍坚持承袭天主教传统的）英国国教高教会派的"
1047,"anglo-indian","英印混血的"
1048,"anglophile","亲英的"
1049,"anglophone","（使用多种语言的地区里）讲英语的"
1050,"anglo-saxon","盎格鲁-撒克逊的（指英国从公元5世纪至1066年诺曼征服这段时期）"
1051,"angolan","安哥拉的"
1052,"angora","（山羊或兔）安哥拉种的（长有光亮的长毛）"
1053,"angry","发怒的"
1054,"angst","忧虑"
1055,"anguish","（精神上的）悲痛"
1056,"anguished","痛苦不堪的"
1057,"angular","尖的"
1058,"animal","（除鸟、鱼、昆虫或人类之外的）动物"
1059,"animal rights","动物权益"
1060,"animal testing","（研发新药或新产品时在动物身上进行的）动物试验"
1061,"animate","有生命的"
1062,"animated","生气勃勃的"
1063,"animation","动画片绘制"
1064,"animator","动画片制作者"
1065,"animosity","敌意"
1066,"animus","敌意"
1067,"anise","茴芹（一种植物"
1068,"aniseed","茴芹籽（用作糖果、饮料和药物的调味剂）"
1069,"ankle","踝"
1070,"annals","史册"
1071,"annex","并吞"
1072,"annexe","附属建筑物"
1073,"annihilate","歼灭"
1074,"anniversary","周年纪念（日）"
1075,"annotate","给…作注解（或评注）"
1076,"annotation","注解"
1077,"announce","宣布"
1078,"announcement","布告"
1079,"announcer","（广播电台或电视台的）广播员"
1080,"annoy","使生气"
1081,"annoyance","气恼"
1082,"annoyed","生气的"
1083,"annoying","令人生气的"
1084,"annual","一年一次的"
1085,"annuity","年金保险合同"
1086,"annul","废除"
1087,"annulment","废除"
1088,"annum",""
1089,"annunciation","（基督教中的）天使报喜（天使长加百列奉告圣母马利亚她将诞下圣子耶稣）"
1090,"anode","正极"
1091,"anodyne","平淡无奇的"
1092,"anoint","（常指在宗教仪式中）涂油（或水）于（人体）"
1093,"anomalous","反常的"
1094,"anomaly","反常（事物）"
1095,"anon","不消片刻"
1096,"anon.","（注于诗歌等作品后）表示“作者不详”"
1097,"anonymous","匿名的"
1098,"anorak","带风帽的夹克"
1099,"anorexia","食欲缺乏"
1100,"anorexic","食欲缺乏的"
1101,"another","（同类事物中的）另一个"
1102,"answer","回答"
1103,"answerable","（对某人）应负责的"
1104,"answer back","（尤指小孩）回嘴"
1105,"answer for","为了…而受惩罚"
1106,"answering machine","同 answerphone"
1107,"answerphone","电话答录机"
1108,"ant","蚂蚁"
1109,"antacid","解酸药"
1110,"antagonise",""
1111,"antagonism","敌对"
1112,"antagonist","对手"
1113,"antagonistic","对抗的"
1114,"antagonize","惹恼"
1115,"antarctic","南极洲"
1116,"ante","（在争议或争夺中）提高要求"
1117,"ant-eater",""
1118,"anteater","食蚁兽"
1119,"antecedent","前事"
1120,"ante-chamber",""
1121,"antechamber","前厅"
1122,"antediluvian","古老的"
1123,"antelope","羚羊"
1124,"antenatal","产前保健的"
1125,"ante-natal","产前保健的"
1126,"antenna","（昆虫或甲壳纲动物的）触须"
1127,"ante-post","（赌注）下于赛马或比赛之前的"
1128,"anterior","（指身体某部位）位于前部的"
1129,"ante-room",""
1130,"anteroom","前厅"
1131,"ante up","（有时指不情愿地）支付"
1132,"anthem","国歌"
1133,"ant-hill",""
1134,"anthill","蚁冢"
1135,"anthology","（不同作家的作品的）选集"
1136,"anthracite","无烟煤"
1137,"anthrax","炭疽（牛羊畜疫"
1138,"anthropology","人类学"
1139,"anthropomorphic","被赋予人形（或人性）的"
1140,"anthropomorphism","（认为动物、神和物体都具有人类的情感或特征的）拟人论"
1141,"anti-","（用来构成形容词和名词"
1142,"anti","反对者"
1143,"anti-abortionist","反对堕胎者"
1144,"antibiotic","抗生素"
1145,"antibody","抗体"
1146,"anticipate","预期"
1147,"anticipated","受期待的"
1148,"anticipation","预期"
1149,"anticipatory","期待的"
1150,"anticlimax","（激动人心的事情之后）令人失望的情况"
1151,"anticlockwise","逆时针方向地"
1152,"anti-clockwise",""
1153,"antics","滑稽动作"
1154,"anticyclone","反气旋"
1155,"anti-depressant","抗抑郁药"
1156,"antidepressant","抗抑郁药"
1157,"antidote","解毒药"
1158,"antifreeze","防冻剂"
1159,"antigen","抗原"
1160,"anti-hero","（小说、戏剧或电影中的）反英雄"
1161,"antihero","（小说、戏剧或电影中的）反英雄"
1162,"antihistamine","抗组（织）胺药（用于抗过敏）"
1163,"anti-histamine",""
1164,"antimatter","反物质"
1165,"anti-oxidant",""
1166,"antioxidant","抗氧（化）剂"
1167,"antipasto","（意大利式）餐前小吃"
1168,"antipathy","憎恶"
1169,"antipodean","澳（大利亚和）新（西兰）的"
1170,"antipodes","澳（大利亚和）新（西兰）"
1171,"antiquarian","古文物的"
1172,"antiquary","古文物收藏家"
1173,"antiquated","陈旧的"
1174,"antique","古物"
1175,"antiqued","仿古的"
1176,"antiquity","古代"
1177,"anti-semite","反对犹太人的人"
1178,"antisemitic","反对犹太人的"
1179,"anti-semitic","反对犹太人的"
1180,"anti-semitism","反犹太主义"
1181,"antiseptic","杀菌剂"
1182,"anti-social","不爱交际的"
1183,"antisocial","不爱交际的"
1184,"antithesis","对立面"
1185,"antithetical","相反的"
1186,"antitrust","（指美国法律）反托拉斯的"
1187,"antivirus","（软件）杀毒的"
1188,"anti-virus","（软件）杀毒的"
1189,"antler","鹿角"
1190,"antonym","反义词"
1191,"antsy","紧张的"
1192,"anus","肛门"
1193,"anvil","铁砧"
1194,"anxiety","忧虑"
1195,"anxious","渴望的"
1196,"any","（用于否定句）一点"
1197,"anybody","同anyone"
1198,"anyhow","同anyway"
1199,"anymore","（不）再"
1200,"anyone","（用于否定句）任何人"
1201,"anyplace","同anywhere"
1202,"anything","（用于否定句）任何事物"
1203,"anytime","在任何时候"
1204,"anyway","不管怎么说"
1205,"anyways","（anyway的一种不规范形式）"
1206,"anywhere","（用于否定句）哪儿"
1207,"aob","其他事项（指通常于正式会议末尾所讨论的未列入议事日程的事项）"
1208,"aorta","主动脉"
1209,"apace","高速地"
1210,"apart","（在空间上）相隔"
1211,"apartheid","（南非曾经施行的）种族隔离制"
1212,"apartment","（通常指在同一楼层的）公寓套房"
1213,"apartment building","公寓大楼"
1214,"apartment house",""
1215,"apathetic","漠然的"
1216,"apathy","冷淡"
1217,"ape","无尾猿"
1218,"aperitif","（餐前）开胃酒"
1219,"aperture","孔"
1220,"apex","（机构、体系的）最高地位"
1221,"aphasia","失语（症）"
1222,"aphid","蚜虫"
1223,"aphorism","格言"
1224,"aphrodisiac","催情剂"
1225,"apiece","每人"
1226,"aplenty","大量地"
1227,"aplomb","沉着"
1228,"apocalypse","世界覆灭"
1229,"apocalyptic","毁灭性的"
1230,"apocryphal","（指可能会说明真相的故事）真实性可疑的"
1231,"apogee","顶峰"
1232,"apolitical","（指人）不关心政治的"
1233,"apologetic","表示歉意的"
1234,"apologia","辩解"
1235,"apologise",""
1236,"apologist","辩解者"
1237,"apologize","道歉"
1238,"apology","道歉"
1239,"apoplectic","怒不可遏的"
1240,"apoplexy","中风"
1241,"apostasy","叛教"
1242,"apostate","叛教者"
1243,"apostle","（耶稣基督的）门徒"
1244,"apostolic","（基督教）教宗的"
1245,"apostrophe","撇号"
1246,"apothecary","药剂师"
1247,"apotheosis","典型"
1248,"appal","使厌恶"
1249,"appalled","震惊的"
1250,"appalling","令人震惊的"
1251,"apparatchik","（盲从的）政府官员"
1252,"apparatus","机构"
1253,"apparel","衣服"
1254,"apparent","貌似的"
1255,"apparently","据说"
1256,"apparition","幻影"
